title,link,description,cap_xet_xu,ap_dung_an_le,loai,dinh_chinh,thong_tin
Quyết định:số 57/2024/QĐST-DS ngày 30/01/2024 của TAND TP. Hồ Chí Minh(26.07.2024),https://congbobanan.toaan.gov.vn/2ta1535281t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về thừa kế tài sản,Sơ thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Công nhận sự thỏa thuận của các đương sự
Quyết định:số 43/2024/QĐST–DS ngày 22/01/2024 của TAND TP. Hồ Chí Minh(26.07.2024),https://congbobanan.toaan.gov.vn/2ta1535280t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Y/c tuyên bố văn bản công chứng vô hiệu,Sơ thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:1/- Đình chỉ giải quyết vụ án dân sự sơ thẩm thụ lý số 399/2019/TLST- DS ngày 14-6-2019 về việc “Yêu cầu tuyên bố văn bản công chứng vô hiệu, hủy giấy chứng nhận, hủy cập nhật và tranh chấp thừa kế tài sản”.
2/- Hậu quả của việc đình chỉ giải quyết vụ án: Ông Chu Trường C được quyền khởi kiện lại vụ án theo quy định tại Khoản 1 Điều 218 Bộ luật tố tụng dân sự năm 2015."
Bản án:số 184/2024/DS-PT ngày 15/03/2024 của TAND TP. Hồ Chí Minh(25.07.2024),https://congbobanan.toaan.gov.vn/2ta1535319t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp liên quan đến yêu cầu tuyên bố văn bản công chứng vô hiệu,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:1. Không chấp nhận kháng cáo của bà Nguyễn Thị T
Bản án:số 165/2024/DS-PT ngày 11/03/2024 của TAND TP. Hồ Chí Minh(25.07.2024),https://congbobanan.toaan.gov.vn/2ta1535278t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng đặt cọc,Phúc thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:1. Không chấp nhận kháng cáo của ông Huỳnh T
2. Giữ nguyên Bản án số 194/2023/DS-ST ngày 27/9/2023 của Tòa án nhân dân Quận 6, Thành phố Hồ Chí Minh.
3. Về án phí dân sự phúc thẩm: Ông Huỳnh T không phải chịu án phí phúc thẩm.
4. Bản án phúc thẩm có hiệu lực pháp luật kể từ ngày tuyên án."
Bản án:số 168/2024/DS-PT ngày 12/03/2024 của TAND TP. Hồ Chí Minh(24.07.2024),https://congbobanan.toaan.gov.vn/2ta1535257t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng chuyển nhượng quyền sử dụng đất,Phúc thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:1. Chấp nhận một phần kháng cáo của Công ty cổ phần P2 và Kinh doanh nhà.
2. Sửa Bản án sơ thẩm số 504/2023/DS-ST ngày 29/9/2023 của Tòa án nhân dân Quận 12, Thành phố Hồ Chí Minh."
Quyết định:số 160 ngày 28/05/2024 của TAND TP. Hồ Chí Minh(24.07.2024),https://congbobanan.toaan.gov.vn/2ta1534998t1cvn/chi-tiet-ban-an,"Nguyễn Duy Mạnh - phạm tội cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác 
                     (điều 134 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,Thông tin về vụ án:Rút kháng cáo
Bản án:số 201/2024/DSPT ngày 20/03/2024 của TAND TP. Hồ Chí Minh(15.07.2024),https://congbobanan.toaan.gov.vn/2ta1527603t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng mua bán nhà,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Không chấp nhận kháng cáo của bị đơn
Bản án:số 270/2024/DSPT ngày 01/04/2024 của TAND TP. Hồ Chí Minh(15.07.2024),https://congbobanan.toaan.gov.vn/2ta1527596t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng vay tài sản,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Không chấp nhận kháng cáo của bị đơn
Bản án:số 576 ngày 25/06/2024 của TAND TP. Hồ Chí Minh(15.07.2024),https://congbobanan.toaan.gov.vn/2ta1527566t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng đặt cọc,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Không chấp nhận kháng cáo của bị đơn.
Quyết định:số 203 ngày 12/06/2024 của TAND TP. Hồ Chí Minh(08.07.2024),https://congbobanan.toaan.gov.vn/2ta1521856t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Sơ thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:Nguyên đơn bà Dương Thị Ngọc V và bị đơn ông Nguyen Tuan N
Bản án:số 199 ngày 10/06/2024 của TAND TP. Hồ Chí Minh(08.07.2024),https://congbobanan.toaan.gov.vn/2ta1521859t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Sơ thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:Nguyên đơn bà Bu Thị Thùy P và bị đơn ông Mai Hoàng L
Quyết định:số 170 ngày 21/05/2024 của TAND TP. Hồ Chí Minh(08.07.2024),https://congbobanan.toaan.gov.vn/2ta1521895t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Sơ thẩm,Không,Hôn nhân và gia đình,0,"Thông tin về vụ/việc:Nguyên đơn bà Hoàng Châu Bảo K, Bị đơn ông Samuel Douglas B (Burkins S)"
Quyết định:số 221 ngày 20/06/2024 của TAND TP. Hồ Chí Minh(08.07.2024),https://congbobanan.toaan.gov.vn/2ta1521920t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Sơ thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:Bị đơn bà Ngô Ân H và nguyên đơn ông Dennis Ortiz C
Quyết định:số 211 ngày 17/06/2024 của TAND TP. Hồ Chí Minh(08.07.2024),https://congbobanan.toaan.gov.vn/2ta1521925t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Sơ thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:Nguyên đơn: Ngô Thu T và bị đơn Lee Tong G
Quyết định:số 94 ngày 27/02/2024 của TAND TP. Hồ Chí Minh(05.07.2024),https://congbobanan.toaan.gov.vn/2ta1519875t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về quyền sở hữu và các quyền khác đối với tài sản,Sơ thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Nguyên đơn bà Nguyễn Thị T khởi kiện bị đơn ông Nguyễn Văn M về việc Tranh chấp về yêu cầu chia tài sản chung; yêu cầu hủy Giấy chứng nhận quyền sử dụng đất và tài sản khác gắn liền với đất.
Bản án:số 62/2024/DS-PT ngày 22/05/2024 của TAND TP. Hồ Chí Minh(03.07.2024),https://congbobanan.toaan.gov.vn/2ta1518300t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về cấp dưỡng,Phúc thẩm,Không,Hôn nhân và gia đình,0,"Thông tin về vụ/việc:Chấp nhận kháng cáo của nguyên đơn ông Lê Bá Quán Q. Sửa Bản án sơ thẩm số 254/2023/HNGĐ-ST ngày 19/9/2023 của Tòa án nhân dân Quận 5, Thành phố Hồ Chí Minh.
Xử: Chấp nhận yêu cầu khởi kiện của nguyên đơn ông Lê Bá Quán Q về việc thay đổi mức cấp dưỡng nuôi con.
Buộc ông Lê Bá Quán Q có nghĩa vụ cấp dưỡng nuôi con chung là Lê Nguyễn Gia P (nam, sinh ngày 26/7/2011) với mức cấp dưỡng là 8.000.000 đồng (tám triệu đồng)/tháng. Thời hạn cấp dưỡng tính từ ngày bản án có hiệu lực pháp luật cho đến khi phát sinh căn cứ chấm dứt nghĩa vụ cấp dưỡng theo quy định của pháp luật."
Bản án:số 42 ngày 16/04/2024 của TAND TP. Hồ Chí Minh(21.06.2024),https://congbobanan.toaan.gov.vn/2ta1504418t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Phúc thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:LY HÔN
Bản án:số 33 ngày 20/03/2024 của TAND TP. Hồ Chí Minh(21.06.2024),https://congbobanan.toaan.gov.vn/2ta1504433t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Phúc thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:LY HÔN
Bản án:số 103 ngày 28/03/2024 của TAND TP. Hồ Chí Minh(21.06.2024),https://congbobanan.toaan.gov.vn/2ta1504458t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Sơ thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:LY HÔN
Bản án:số 118 ngày 08/04/2024 của TAND TP. Hồ Chí Minh(21.06.2024),https://congbobanan.toaan.gov.vn/2ta1504479t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Sơ thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:LY HÔN
Bản án:số 38 ngày 27/03/2024 của TAND TP. Hồ Chí Minh(21.06.2024),https://congbobanan.toaan.gov.vn/2ta1504480t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Phúc thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:LY HÔN
Quyết định:số 221 ngày 20/06/2024 của TAND TP. Hồ Chí Minh(21.06.2024),https://congbobanan.toaan.gov.vn/2ta1504413t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Yêu cầu công nhận thuận tình ly hôn...,Sơ thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:Bà Ngo Phan Ân H và Ông Dennis Ortiz C yêu cầu Tòa án công nhận thuận tình ly hôn.
Quyết định:số 203 ngày 12/06/2024 của TAND TP. Hồ Chí Minh(21.06.2024),https://congbobanan.toaan.gov.vn/2ta1504432t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Yêu cầu công nhận thuận tình ly hôn...,Sơ thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:Nguyên đơn bà Dương Thị Ngọc V và ông Nguyen Tuan N yêu cầu Tòa án công nhận thuận tình ly hôn.
Bản án:số 518/2024/DS-PT ngày 10/06/2024 của TAND TP. Hồ Chí Minh(19.06.2024),https://congbobanan.toaan.gov.vn/2ta1501838t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp cá nhân<>,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Nguyên đơn yêu cầu bị đơn thực hiện nghĩa vụ cam kết
Bản án:số 98/2024/HC-ST ngày 05/04/2024 của TAND TP. Hồ Chí Minh(15.06.2024),https://congbobanan.toaan.gov.vn/2ta1499380t1cvn/chi-tiet-ban-an,"Đối tượng khởi kiện:QĐ hành chính, hành vi hành chính về quản lý đất đai trong trường hợp giao đất, cho thuê đất, thu hồi đất, trưng dụng đất, cho phép chuyển mục đích sử dụng đất; bồi thường, hỗ trợ, giải phóng mặt bằng, tái định cư…",Sơ thẩm,Không,Hành chính,0,"Thông tin về vụ án:1. Không chấp nhận một phần yêu cầu khởi kiện của ông Đặng Hoài D về việc yêu cầu hủy Quyết định số 2723/QĐ-UB ngày 18/5/2004 của Chủ tịch Ủy ban nhân dân Quận N về việc đền bù, hỗ trợ thiệt hại giải phóng mặt bằng căn nhà (phần đất) số thửa 587, 588, 589 - tờ bản đồ số 2 - phường A - Quận N.
2. Chấp nhận một phần yêu cầu khởi kiện của ông Đặng Hoài D: 
- Hủy Quyết định số 230/QĐ-UBND ngày 07/02/2020 của Ủy ban nhân dân Quận N về điều chỉnh biên bản trị giá đền bù số 120/BB-ĐB ngày 10 tháng 7 năm 1999 và bảng chiết tính trị giá đền bù bổ sung số 120/BCT-ĐB ngày 16 tháng 10 năm 2003 trong dự án xây dựng 02 tuyến đường song hành Xa lộ Hà Nội (giai đoạn 1), phường A, Quận N.
- Hủy Quyết định số 231/QĐ-UBND ngày 07/02/2020 của Ủy ban nhân dân Quận N về điều chỉnh tên chủ sử dụng đất tại Quyết định số 2723/QĐ-UB ngày 18 tháng 5 năm 2004 của Chủ tịch Ủy ban nhân dân quận.
- Buộc Ủy ban nhân dân thành phố T, Thành phố Hồ Chí Minh thực hiện hành vi công vụ: Bồi thường, hỗ trợ tái định cư đối với diện tích 1.580m2 thuộc thửa 587, 588, 589, tờ bản đồ số 2, phường A, Quận N nay là Thành phố T, Thành phố Hồ Chí Minh cho ông Đặng Hoài D theo quy định của pháp luật."
Bản án:số 21 ngày 31/01/2024 của TAND TP. Hồ Chí Minh(13.06.2024),https://congbobanan.toaan.gov.vn/2ta1496563t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Phúc thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:Ly hôn
Bản án:số 40 ngày 31/01/2024 của TAND TP. Hồ Chí Minh(13.06.2024),https://congbobanan.toaan.gov.vn/2ta1496564t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Sơ thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:Ly hôn
Quyết định:số 68 ngày 28/02/2024 của TAND TP. Hồ Chí Minh(10.06.2024),https://congbobanan.toaan.gov.vn/2ta1496322t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Yêu cầu công nhận thuận tình ly hôn...,Sơ thẩm,Không,Hôn nhân và gia đình,0,"Thông tin về vụ/việc:Nguyên đơn ông Lê Phước T và bị đơn bà J, Y yêu cầu công nhận thuận tình ly hôn."
Quyết định:số 122 ngày 11/04/2024 của TAND TP. Hồ Chí Minh(10.06.2024),https://congbobanan.toaan.gov.vn/2ta1496158t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Sơ thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:Nguyên đơn ông Nguyễn Tấn T khởi kiện bị đơn bà Le H về việc ly hôn.
Bản án:số 33 ngày 29/01/2024 của TAND TP. Hồ Chí Minh(10.06.2024),https://congbobanan.toaan.gov.vn/2ta1496172t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Sơ thẩm,Không,Hôn nhân và gia đình,0,"Thông tin về vụ/việc:Nguyên đơn bà Nguyễn Thị Ngọc L khởi kiện bị đơn ông Đào Hải L1 do tình cảm vợ chồng không còn, và khởi kiện yêu cầu Tòa án giải quyết cho bà được ly hôn ông L1 để ổn định cuộc sống."
Quyết định:số 170 ngày 21/05/2024 của TAND TP. Hồ Chí Minh(10.06.2024),https://congbobanan.toaan.gov.vn/2ta1496178t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Yêu cầu công nhận thuận tình ly hôn...,Sơ thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:Nguyên đơn Bà Nguyễn Hoàng Bảo K và bị đơn ông Samuel Douglas B yêu cầu công nhận thuận tình ly hôn.
Bản án:số 139 ngày 25/04/2024 của TAND TP. Hồ Chí Minh(10.06.2024),https://congbobanan.toaan.gov.vn/2ta1496211t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Sơ thẩm,Không,Hôn nhân và gia đình,0,"Thông tin về vụ/việc:Nguyên đơn bà Hàn Tiểu S khởi kiện bị đơn ông Hang Phuoc T về việc Ly hôn do không Hang Phuoc T không còn chung thủy, bà không còn muốn tiếp tục duy trì cuộc sống hôn nhân hiện tại nên khởi kiện yêu cầu Tòa án giải quyết cho bà được ly hôn với ông Hang Phuoc T"
Bản án:số 177 ngày 28/05/2024 của TAND TP. Hồ Chí Minh(10.06.2024),https://congbobanan.toaan.gov.vn/2ta1496213t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Sơ thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:Nguyên đơn bà Phạm Ngọc Thúy L khởi kiện ông Vu J (John V) về việc Tranh chấp ly hôn.
Bản án:số 108 ngày 29/03/2024 của TAND TP. Hồ Chí Minh(10.06.2024),https://congbobanan.toaan.gov.vn/2ta1496242t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Sơ thẩm,Không,Hôn nhân và gia đình,0,"Thông tin về vụ/việc:Nguyên đơn ông Đàm Bảo N khởi kiện bị đơn bà Dao Huong L về việc tranh chấp ly hôn do nhận thấy không còn khả năng đoàn tụ, tình cảm vợ chồng không còn, ông khởi kiện yêu cầu Tòa án giải quyết cho ly hôn bà Dao Hương L."
Quyết định:số 39 ngày 17/04/2024 của TAND TP. Hồ Chí Minh(06.06.2024),https://congbobanan.toaan.gov.vn/2ta1493908t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng vay tài sản,Sơ thẩm,Không,Dân sự,0,Thông tin về vụ/việc:công nhận của HDXX
Quyết định:số 37 ngày 15/04/2024 của TAND TP. Hồ Chí Minh(06.06.2024),https://congbobanan.toaan.gov.vn/2ta1493909t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng vay tài sản,Sơ thẩm,Không,Dân sự,0,Thông tin về vụ/việc:công nhận của HDXX
Quyết định:số 53 ngày 10/05/2024 của TAND TP. Hồ Chí Minh(06.06.2024),https://congbobanan.toaan.gov.vn/2ta1493911t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng vay tài sản,Sơ thẩm,Không,Dân sự,0,Thông tin về vụ/việc:vay
Quyết định:số 91 ngày 23/05/2024 của TAND TP. Hồ Chí Minh(06.06.2024),https://congbobanan.toaan.gov.vn/2ta1493913t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Sơ thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:ly hôn
Quyết định:số 60 ngày 31/05/2024 của TAND TP. Hồ Chí Minh(06.06.2024),https://congbobanan.toaan.gov.vn/2ta1493926t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng vay tài sản,Sơ thẩm,Không,Dân sự,0,Thông tin về vụ/việc:vay tín dụng
Quyết định:số 55 ngày 13/05/2024 của TAND TP. Hồ Chí Minh(06.06.2024),https://congbobanan.toaan.gov.vn/2ta1493927t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng vay tài sản,Sơ thẩm,Không,Dân sự,0,Thông tin về vụ/việc:vay tín dụng
Quyết định:số 67 ngày 31/05/2024 của TAND TP. Hồ Chí Minh(06.06.2024),https://congbobanan.toaan.gov.vn/2ta1493929t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về quyền sở hữu và các quyền khác đối với tài sản,Sơ thẩm,Không,Dân sự,0,Thông tin về vụ/việc:nợ
Bản án:số 38 ngày 16/04/2024 của TAND TP. Hồ Chí Minh(06.06.2024),https://congbobanan.toaan.gov.vn/2ta1493931t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng vay tài sản,Sơ thẩm,Không,Dân sự,0,Thông tin về vụ/việc:vay
Quyết định:số 49 ngày 17/04/2024 của TAND TP. Hồ Chí Minh(06.06.2024),https://congbobanan.toaan.gov.vn/2ta1493933t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Sơ thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:ly hôn
Quyết định:số 57 ngày 23/04/2024 của TAND TP. Hồ Chí Minh(06.06.2024),https://congbobanan.toaan.gov.vn/2ta1493934t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Sơ thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:ly hôn
Bản án:số 54 ngày 17/01/2024 của TAND TP. Hồ Chí Minh(06.06.2024),https://congbobanan.toaan.gov.vn/2ta1493886t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp cá nhân<>,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Giữ nguyên quyết định của bản án sơ thẩm
Bản án:số 02 ngày 08/01/2024 của TAND TP. Hồ Chí Minh(30.05.2024),https://congbobanan.toaan.gov.vn/2ta1486246t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về chia tài sản khi ly hôn,Phúc thẩm,Không,Hôn nhân và gia đình,0,"Thông tin về vụ/việc:NGUYÊN ĐƠN LÊ PHƯƠNG QUỲNH N, BỊ ĐƠN LÊ MINH T TRANH CHẤP VỀ TÀI SẢN LY HÔN."
Bản án:số 05 ngày 12/01/2024 của TAND TP. Hồ Chí Minh(30.05.2024),https://congbobanan.toaan.gov.vn/2ta1486252t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về chia tài sản khi ly hôn,Phúc thẩm,Không,Hôn nhân và gia đình,0,"Thông tin về vụ/việc:NGUYÊN ĐƠN ÔNG TRẦN QUÝ L, BỊ ĐƠN BÀ LÊ THỊ N"
Bản án:số 03 ngày 03/01/2024 của TAND TP. Hồ Chí Minh(30.05.2024),https://congbobanan.toaan.gov.vn/2ta1486265t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp đòi nhà cho thuê,Sơ thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:NGUYÊN ĐƠN LÝ THIÊN K, BỊ ĐƠN LÝ THIỆN H1"
Bản án:số 465 ngày 22/05/2024 của TAND TP. Hồ Chí Minh(28.05.2024),https://congbobanan.toaan.gov.vn/2ta1483819t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng dịch vụ,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Tranh chấp hợp đồng dịch vụ
Bản án:số 452 ngày 20/05/2024 của TAND TP. Hồ Chí Minh(28.05.2024),https://congbobanan.toaan.gov.vn/2ta1483800t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp quyền sử dụng đất,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:tranh chấp qsd đất
Bản án:số 131/2024/HS-ST ngày 29/03/2024 của TAND TP. Hồ Chí Minh(27.05.2024),https://congbobanan.toaan.gov.vn/2ta1482344t1cvn/chi-tiet-ban-an,"Vương Thị Yến N-Trộm cắp tài sản - phạm tội trộm cắp tài sản 
                     (điều 173 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,"Thông tin về vụ án:Căn cứ vào khoản 1 Điều 173; các điểm b, h, i, s khoản 1 Điều 51; khoản 2 Điều 51; điểm g khoản 1 Điều 52; Điều 65 của Bộ luật Hình sự năm 2015 (được sửa đổi, bổ sung năm 2017);
Tuyên bố bị cáo Vương Thị Yến N phạm tội “Trộm cắp tài sản”.
Xử phạt bị cáo Vương Thị Yến N 09 (chín) tháng tù, cho hưởng án treo. Thời gian thử thách là 01 (một) năm 06 (sáu) tháng, kể từ ngày 29/3/2024"
Bản án:số 395 ngày 07/05/2024 của TAND TP. Hồ Chí Minh(23.05.2024),https://congbobanan.toaan.gov.vn/2ta1480646t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng chuyển nhượng quyền sử dụng đất,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Tranh chấp hủy bỏ hợp đồng chuyển nhượng quyền sử dụng đất
Bản án:số 54 ngày 06/05/2024 của TAND TP. Hồ Chí Minh(22.05.2024),https://congbobanan.toaan.gov.vn/2ta1479934t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về chia tài sản chung của vợ chồng trong thời kỳ hôn nhân,Phúc thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:chia tài sản
Quyết định:số 173 ngày 14/03/2024 của TAND TP. Hồ Chí Minh(22.05.2024),https://congbobanan.toaan.gov.vn/2ta1479913t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về quyền sở hữu và các quyền khác đối với tài sản,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:đòi tài sản
Quyết định:số 117 ngày 06/03/2024 của TAND TP. Hồ Chí Minh(22.05.2024),https://congbobanan.toaan.gov.vn/2ta1479919t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về thừa kế tài sản,Sơ thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Tranh chấp về thừa kế tài sản
Bản án:số 191 ngày 19/03/2024 của TAND TP. Hồ Chí Minh(22.05.2024),https://congbobanan.toaan.gov.vn/2ta1479920t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về thừa kế tài sản,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:thừa kế
Bản án:số 318 ngày 16/04/2024 của TAND TP. Hồ Chí Minh(22.05.2024),https://congbobanan.toaan.gov.vn/2ta1479921t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng chuyển nhượng quyền sử dụng đất,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:hợp đồng chuyển nhượng qsd đất
Bản án:số 40 ngày 04/04/2024 của TAND TP. Hồ Chí Minh(20.05.2024),https://congbobanan.toaan.gov.vn/2ta1478558t1cvn/chi-tiet-ban-an,"Quan hệ pháp luật:Tranh chấp về xử lý kỷ luật, sa thải, đơn phương chấm dứt hợp đồng lao động",Phúc thẩm,Không,Lao động,0,Thông tin về vụ/việc:Sửa một phần quyết định của bản án sơ thẩm.
Quyết định:số 260 ngày 29/03/2024 của TAND TP. Hồ Chí Minh(20.05.2024),https://congbobanan.toaan.gov.vn/2ta1478636t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Đòi bồi thường thiệt hại ngoài hợp đồng về tài sản,Phúc thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:Hủy Quyết định đình chỉ, trả hồ sơ vụ án về Tòa Quận để tiếp tục giải quyết vụ án theo thẩm quyền."
Bản án:số 76 ngày 23/01/2024 của TAND TP. Hồ Chí Minh(20.05.2024),https://congbobanan.toaan.gov.vn/2ta1478639t1cvn/chi-tiet-ban-an,"Quan hệ pháp luật:Tranh chấp về xử lý kỷ luật, sa thải, đơn phương chấm dứt hợp đồng lao động",Phúc thẩm,Không,Lao động,0,Thông tin về vụ/việc:Giữ nguyên bản án sơ thẩm.
Quyết định:số 33 ngày 25/03/2024 của TAND TP. Hồ Chí Minh(20.05.2024),https://congbobanan.toaan.gov.vn/2ta1478644t1cvn/chi-tiet-ban-an,"Quan hệ pháp luật:Tranh chấp về quyền, lợi ích liên quan đến việc làm, tiền lương...",Phúc thẩm,Không,Lao động,0,"Thông tin về vụ/việc:Hủy bản án sơ thẩm, đình chỉ giải quyết vụ án dân sự."
Bản án:số 192 ngày 19/03/2024 của TAND TP. Hồ Chí Minh(20.05.2024),https://congbobanan.toaan.gov.vn/2ta1478645t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng vay tài sản,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Sửa một phần quyết định bản án sơ thẩm.
